State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Abia,Aba,2025-06-01,38.42,62.98,28.8,27.37,49.04,11.4,2.02,8.53,27.43,2.45,8.72,2.83,108,Unhealthy for Sensitive Groups,6.0,89.2,0.403,0.8,13.31,515.4
Abia,Aba,2025-07-01,63.9,62.55,16.42,23.57,54.03,10.17,0.78,18.58,27.46,1.1,8.35,2.62,155,Unhealthy,2.7,82.5,0.45,2.97,13.43,513.9
Abia,Aba,2025-08-01,71.85,62.08,13.53,14.69,48.5,8.32,2.1,15.08,31.3,3.14,2.21,2.93,159,Unhealthy,6.9,87.0,0.419,3.59,12.91,513.7
Abia,Aba,2025-09-01,67.44,122.83,16.21,23.93,27.92,8.75,1.69,20.51,43.83,3.52,4.31,3.15,157,Unhealthy,5.8,88.1,0.425,1.91,13.41,514.1
Abia,Aba,2025-10-01,85.28,203.05,18.65,22.14,65.02,20.06,1.52,33.1,44.71,2.41,9.0,2.51,166,Unhealthy,9.4,72.0,0.382,2.38,13.47,516.8
Abia,Aba,2025-11-01,140.67,364.92,63.37,85.55,101.05,37.72,2.65,14.56,77.35,4.24,16.24,2.24,195,Unhealthy,8.5,41.7,0.434,3.79,13.32,518.3
Abia,Aba,2025-12-01,163.44,231.79,65.12,42.61,76.29,49.48,7.41,27.96,154.16,5.28,26.97,2.58,214,Very Unhealthy,13.4,27.3,0.377,2.98,13.25,512.3
Abia,Umuahia,2014-01-01,142.2,371.36,45.33,95.06,40.39,34.05,3.8,46.17,42.77,4.51,19.1,1.16,196,Unhealthy,8.6,22.2,0.401,1.78,10.0,398.0
Abia,Umuahia,2014-02-01,111.62,384.51,31.07,46.45,61.29,16.75,1.58,44.27,67.61,5.46,15.06,4.32,180,Unhealthy,7.7,29.8,0.444,2.06,10.13,400.2
Abia,Umuahia,2014-03-01,62.77,326.95,52.3,43.86,39.78,24.4,4.05,31.92,71.02,5.96,9.97,3.13,155,Unhealthy,7.4,56.0,0.342,4.26,10.08,398.1
Abia,Umuahia,2014-04-01,39.41,165.97,27.46,48.79,40.68,11.43,1.46,21.84,51.83,1.46,6.71,1.79,111,Unhealthy for Sensitive Groups,4.3,77.9,0.365,2.64,9.79,401.9
Abia,Umuahia,2014-05-01,30.23,62.72,28.28,14.79,27.07,6.9,0.99,13.91,39.97,2.83,2.97,1.93,89,Moderate,4.2,74.3,0.414,2.67,9.9,399.1
Abia,Umuahia,2014-06-01,60.6,36.54,23.35,26.13,30.65,12.89,1.6,14.69,37.63,2.94,5.29,1.09,154,Unhealthy,7.0,75.1,0.428,1.16,9.92,402.3
Abia,Umuahia,2014-07-01,54.51,49.18,17.83,29.53,38.02,10.96,1.68,15.39,32.91,3.35,7.79,1.06,148,Unhealthy for Sensitive Groups,4.7,93.3,0.394,0.22,10.04,398.9
Abia,Umuahia,2014-08-01,44.47,30.57,16.28,28.86,23.44,11.9,0.91,12.04,24.18,1.03,0.79,1.12,123,Unhealthy for Sensitive Groups,6.3,92.7,0.366,2.17,9.71,398.4
Abia,Umuahia,2014-09-01,37.29,42.65,23.83,35.91,37.25,9.21,2.16,7.45,26.21,1.48,7.41,2.3,105,Unhealthy for Sensitive Groups,2.4,90.1,0.39,2.45,10.06,400.8
Abia,Umuahia,2014-10-01,31.0,65.33,32.09,35.62,43.3,14.13,2.82,11.28,29.11,4.12,3.25,1.25,91,Moderate,7.5,84.7,0.334,0.42,10.13,398.2
Abia,Umuahia,2014-11-01,47.31,187.3,33.68,72.45,89.26,18.65,4.02,29.19,92.81,5.22,14.3,1.32,130,Unhealthy for Sensitive Groups,6.0,39.5,0.372,2.75,10.25,398.6
Abia,Umuahia,2014-12-01,57.64,154.72,27.51,85.81,95.22,20.83,2.24,29.04,77.24,3.56,18.45,1.67,152,Unhealthy,10.2,37.0,0.355,2.49,9.87,400.9
Abia,Umuahia,2015-01-01,61.83,227.82,68.57,59.4,135.48,34.3,3.53,18.34,93.98,4.89,11.0,1.15,154,Unhealthy,13.0,23.1,0.402,5.55,10.53,407.3
Abia,Umuahia,2015-02-01,122.52,274.01,59.47,83.69,119.84,41.51,4.47,45.82,49.65,5.09,15.15,4.57,186,Unhealthy,11.4,41.4,0.419,3.09,10.23,408.9
Abia,Umuahia,2015-03-01,86.92,192.25,50.55,58.24,64.27,27.36,2.56,27.29,41.98,4.96,15.14,1.15,167,Unhealthy,4.7,54.6,0.34,2.14,10.28,411.3
Abia,Umuahia,2015-04-01,84.58,84.22,22.05,29.73,46.92,19.18,2.29,12.53,32.75,4.46,7.18,1.89,166,Unhealthy,9.8,79.0,0.468,0.97,10.24,411.5
Abia,Umuahia,2015-05-01,70.88,79.8,13.55,40.81,55.45,11.55,2.76,6.64,21.51,0.95,5.51,2.63,159,Unhealthy,6.0,79.6,0.338,3.61,10.01,411.4
Abia,Umuahia,2015-06-01,37.3,121.65,28.2,21.38,46.84,15.14,2.06,6.92,18.33,1.6,5.39,2.09,105,Unhealthy for Sensitive Groups,7.9,81.9,0.335,2.24,10.74,408.9
Abia,Umuahia,2015-07-01,20.6,110.2,21.08,15.82,33.1,9.91,1.36,9.22,28.07,2.53,5.4,1.78,69,Moderate,1.9,87.6,0.461,2.16,10.28,412.4
Abia,Umuahia,2015-08-01,47.89,36.48,12.59,24.07,43.28,7.25,0.48,7.85,21.87,2.17,2.3,0.41,132,Unhealthy for Sensitive Groups,6.5,85.1,0.407,1.29,10.55,410.6
Abia,Umuahia,2015-09-01,51.37,87.64,29.22,18.59,40.55,8.02,1.06,17.97,44.12,2.19,3.55,1.81,140,Unhealthy for Sensitive Groups,2.6,79.5,0.348,1.3,9.89,409.3
Abia,Umuahia,2015-10-01,66.75,134.9,37.39,31.06,60.9,20.26,1.8,12.91,29.84,2.54,9.63,0.51,157,Unhealthy,8.1,77.6,0.415,3.66,10.1,410.6
Abia,Umuahia,2015-11-01,113.43,248.49,17.83,30.76,77.63,24.25,5.12,39.4,100.3,1.98,10.72,3.76,181,Unhealthy,3.9,47.8,0.438,3.92,10.33,407.0
Abia,Umuahia,2015-12-01,119.14,259.01,37.36,49.21,81.88,19.28,2.15,36.55,60.0,7.59,8.24,1.95,184,Unhealthy,12.0,35.6,0.448,0.32,9.99,411.0
Abia,Umuahia,2016-01-01,110.83,261.09,57.66,52.85,41.37,27.88,2.99,32.97,126.77,3.0,21.64,1.99,180,Unhealthy,10.9,34.5,0.351,4.46,10.97,422.3
Abia,Umuahia,2016-02-01,80.18,425.98,44.08,92.24,108.65,32.72,3.2,46.54,54.6,5.75,7.24,4.32,164,Unhealthy,15.0,42.8,0.401,3.47,10.46,419.6
Abia,Umuahia,2016-03-01,125.81,183.02,32.31,31.88,75.61,33.69,4.95,20.2,89.94,2.64,9.97,2.21,187,Unhealthy,5.9,36.9,0.383,4.12,10.43,418.4
Abia,Umuahia,2016-04-01,32.41,135.81,15.86,20.89,62.14,22.77,3.08,28.14,35.13,1.84,5.99,3.08,94,Moderate,5.0,59.8,0.199,2.53,10.72,423.8
Abia,Umuahia,2016-05-01,53.4,47.84,20.93,32.79,52.76,9.05,2.43,22.73,23.76,3.79,2.93,1.47,145,Unhealthy for Sensitive Groups,9.9,72.2,0.392,3.01,10.76,419.8
Abia,Umuahia,2016-06-01,66.6,45.64,24.2,25.96,25.48,13.37,1.95,14.47,41.56,2.79,2.05,2.63,157,Unhealthy,4.7,95.0,0.377,3.29,9.97,418.0
Abia,Umuahia,2016-07-01,27.8,110.31,20.38,21.71,15.17,13.64,1.29,9.63,28.61,1.78,4.45,1.09,84,Moderate,7.6,86.8,0.394,1.76,10.66,419.9
Abia,Umuahia,2016-08-01,60.91,82.36,10.32,22.18,17.4,8.77,2.02,19.35,36.51,2.6,6.4,1.78,154,Unhealthy,2.7,82.7,0.398,2.81,10.74,417.8
Abia,Umuahia,2016-09-01,31.95,70.69,22.06,44.49,22.96,9.95,2.3,17.51,23.72,3.0,1.88,0.76,93,Moderate,5.0,83.4,0.35,2.11,10.82,425.6
Abia,Umuahia,2016-10-01,30.79,69.86,24.66,42.49,32.65,16.76,1.33,16.49,69.57,1.49,5.67,3.67,90,Moderate,10.2,74.1,0.418,1.59,10.4,425.1
Abia,Umuahia,2016-11-01,141.84,280.57,33.7,65.98,92.4,18.3,4.4,21.53,80.56,5.93,17.48,2.73,196,Unhealthy,4.2,66.1,0.421,1.21,10.64,418.6
Abia,Umuahia,2016-12-01,80.5,390.04,62.62,88.02,53.17,40.53,1.72,47.6,112.63,2.31,15.36,6.86,164,Unhealthy,9.1,28.4,0.316,3.3,10.51,421.0
Abia,Umuahia,2017-01-01,149.39,303.12,35.3,41.82,62.64,34.83,4.55,39.04,115.42,3.92,15.11,2.79,199,Unhealthy,9.5,46.4,0.41,1.07,10.66,430.1
Abia,Umuahia,2017-02-01,73.55,232.81,59.28,42.13,101.65,16.44,5.3,44.88,49.6,3.24,7.96,6.21,160,Unhealthy,9.0,45.3,0.305,3.16,10.96,431.6
Abia,Umuahia,2017-03-01,105.28,239.4,19.96,56.7,29.09,29.02,4.76,35.67,63.1,3.25,9.84,1.72,177,Unhealthy,8.5,54.1,0.396,2.47,10.59,429.3
Abia,Umuahia,2017-04-01,40.6,143.83,12.79,54.5,67.52,20.45,1.36,28.81,38.13,1.27,5.18,1.63,114,Unhealthy for Sensitive Groups,8.0,69.5,0.431,2.21,11.07,437.6
Abia,Umuahia,2017-05-01,51.28,80.33,7.47,17.89,19.54,17.57,0.64,15.24,24.68,3.01,5.63,0.81,140,Unhealthy for Sensitive Groups,6.5,81.3,0.411,3.84,11.02,431.4
Abia,Umuahia,2017-06-01,31.51,54.46,11.11,33.2,47.86,13.79,1.84,13.45,41.97,1.76,5.66,2.07,92,Moderate,2.3,82.2,0.426,2.26,10.98,432.4
Abia,Umuahia,2017-07-01,31.25,108.66,28.35,14.62,31.07,12.85,2.14,15.05,34.78,0.78,5.33,1.86,91,Moderate,6.6,95.2,0.441,3.84,11.1,431.9
Abia,Umuahia,2017-08-01,49.92,62.24,13.42,24.43,31.79,14.83,1.54,16.01,39.04,1.84,2.58,0.67,137,Unhealthy for Sensitive Groups,6.4,86.4,0.397,1.86,10.78,429.4
Abia,Umuahia,2017-09-01,21.7,51.67,11.72,33.24,18.4,16.19,1.38,17.18,44.64,1.62,3.49,1.03,71,Moderate,5.2,85.8,0.422,2.67,11.07,426.4
Abia,Umuahia,2017-10-01,38.5,103.12,19.78,35.44,69.81,23.44,1.7,14.21,49.0,3.85,8.01,3.02,108,Unhealthy for Sensitive Groups,6.8,80.2,0.399,2.48,10.7,433.1
Abia,Umuahia,2017-11-01,46.49,278.57,40.29,85.94,89.09,30.07,4.03,43.03,108.75,6.55,8.03,1.34,128,Unhealthy for Sensitive Groups,10.5,62.2,0.425,1.16,10.52,429.1
Abia,Umuahia,2017-12-01,132.89,541.41,29.62,58.29,63.05,44.22,4.84,46.26,102.48,4.99,8.62,4.18,191,Unhealthy,7.2,46.7,0.47,2.91,10.72,431.1
Abia,Umuahia,2018-01-01,180.41,360.8,52.63,80.91,68.47,29.57,1.6,20.3,98.22,5.6,11.38,2.99,231,Very Unhealthy,5.4,21.5,0.359,2.29,11.28,442.3
Abia,Umuahia,2018-02-01,73.16,229.62,66.6,86.64,103.68,24.11,5.62,14.34,106.59,5.79,6.0,1.4,160,Unhealthy,8.5,31.2,0.402,3.67,11.46,444.8
Abia,Umuahia,2018-03-01,117.66,193.14,24.91,36.82,77.64,23.1,3.05,20.65,47.59,6.59,14.07,2.51,183,Unhealthy,6.5,52.3,0.363,2.78,11.09,443.4
Abia,Umuahia,2018-04-01,47.84,69.62,29.6,25.91,54.99,19.46,2.53,25.0,61.55,1.43,11.25,3.44,131,Unhealthy for Sensitive Groups,10.1,58.4,0.467,3.76,11.21,438.5
Abia,Umuahia,2018-05-01,51.41,98.52,6.31,39.54,58.25,5.31,0.88,16.87,23.45,2.6,8.19,2.23,140,Unhealthy for Sensitive Groups,6.3,80.8,0.399,2.75,11.11,443.6
Abia,Umuahia,2018-06-01,48.38,91.72,15.81,20.94,24.89,14.16,0.64,7.4,45.13,2.39,7.96,2.58,133,Unhealthy for Sensitive Groups,4.3,85.3,0.411,2.28,11.38,440.1
Abia,Umuahia,2018-07-01,26.01,88.56,24.32,41.95,43.1,16.3,1.23,9.22,42.87,2.08,2.26,1.65,80,Moderate,3.3,93.9,0.292,3.61,11.34,443.6
Abia,Umuahia,2018-08-01,25.89,55.77,10.87,31.9,42.44,8.41,1.23,17.24,21.07,2.94,5.58,0.51,80,Moderate,2.8,80.0,0.489,1.77,11.1,442.2
Abia,Umuahia,2018-09-01,27.63,63.35,15.26,20.3,40.36,16.85,2.51,15.95,42.33,3.31,4.33,1.91,84,Moderate,4.8,82.0,0.339,3.45,11.29,441.2
Abia,Umuahia,2018-10-01,33.55,155.9,37.66,30.92,48.78,14.47,1.83,27.33,67.23,4.99,4.79,2.09,96,Moderate,4.5,80.1,0.38,4.47,11.22,440.9
Abia,Umuahia,2018-11-01,132.12,277.5,35.97,88.41,100.34,38.6,3.2,41.02,53.79,1.96,4.09,5.69,191,Unhealthy,11.4,37.3,0.298,1.8,11.1,441.8
Abia,Umuahia,2018-12-01,75.16,516.16,26.19,58.9,135.43,19.71,2.41,31.26,117.33,5.65,8.03,7.77,161,Unhealthy,10.1,42.7,0.396,1.85,11.29,444.6
Abia,Umuahia,2019-01-01,134.08,468.06,53.6,59.54,72.44,51.72,6.9,45.27,72.81,3.74,11.08,7.86,192,Unhealthy,13.1,30.7,0.395,1.94,11.68,455.5
Abia,Umuahia,2019-02-01,73.05,251.65,46.22,43.92,41.12,37.55,2.8,16.5,63.12,7.86,10.02,1.85,160,Unhealthy,5.8,25.7,0.524,3.95,11.53,448.6
Abia,Umuahia,2019-03-01,97.24,345.08,22.81,83.9,91.01,33.33,1.75,14.36,96.55,6.92,10.89,4.12,173,Unhealthy,7.5,47.1,0.452,3.4,11.48,452.5
Abia,Umuahia,2019-04-01,44.54,88.19,17.26,25.22,19.99,17.52,1.49,27.8,71.37,4.49,9.2,3.82,123,Unhealthy for Sensitive Groups,6.7,77.8,0.382,2.02,11.44,452.1
Abia,Umuahia,2019-05-01,31.91,87.51,23.74,37.88,56.34,12.3,2.51,25.89,38.88,2.91,3.9,3.44,93,Moderate,9.7,72.3,0.485,1.51,11.56,453.2
Abia,Umuahia,2019-06-01,50.48,62.58,27.12,45.53,26.5,12.28,1.98,6.12,31.54,0.73,2.45,0.73,138,Unhealthy for Sensitive Groups,3.3,79.0,0.444,4.59,11.44,455.6
Abia,Umuahia,2019-07-01,23.76,109.59,15.79,18.7,39.29,7.01,0.81,18.06,23.26,2.98,3.29,2.0,76,Moderate,6.7,85.9,0.419,1.51,11.55,453.3
Abia,Umuahia,2019-08-01,47.01,80.86,19.17,37.7,45.68,7.89,1.03,6.62,49.08,2.19,3.79,2.72,129,Unhealthy for Sensitive Groups,2.8,85.3,0.385,0.9,11.25,449.6
Abia,Umuahia,2019-09-01,66.65,59.76,19.74,19.17,22.77,18.57,2.34,17.52,46.82,1.7,9.16,2.01,157,Unhealthy,7.4,88.7,0.343,3.79,11.37,454.3
Abia,Umuahia,2019-10-01,69.2,68.28,25.91,52.33,41.19,19.23,1.21,19.92,71.81,3.49,10.43,3.87,158,Unhealthy,6.0,75.7,0.427,3.44,11.4,451.5
Abia,Umuahia,2019-11-01,56.91,318.46,27.3,84.43,47.7,27.44,1.66,43.42,53.53,3.9,16.7,1.28,152,Unhealthy,13.0,53.6,0.456,3.19,11.23,452.1
Abia,Umuahia,2019-12-01,177.26,235.32,51.31,93.66,93.68,37.56,3.01,22.24,76.14,8.5,7.2,2.82,228,Very Unhealthy,6.5,40.5,0.382,2.26,11.67,452.0
Abia,Umuahia,2020-01-01,73.36,600.27,47.86,70.75,123.83,21.84,2.94,33.17,131.15,3.95,20.1,4.31,160,Unhealthy,9.9,25.2,0.378,2.31,11.68,462.7
Abia,Umuahia,2020-02-01,82.9,367.37,51.7,59.82,86.11,24.33,5.75,19.24,84.43,8.85,20.39,6.34,165,Unhealthy,8.2,46.7,0.269,1.4,11.78,462.5
Abia,Umuahia,2020-03-01,106.09,164.94,21.18,32.84,61.44,22.94,1.2,32.5,30.86,2.79,15.56,0.6,177,Unhealthy,8.5,49.3,0.425,2.53,11.77,462.2
Abia,Umuahia,2020-04-01,30.8,68.66,18.03,20.85,15.91,13.06,2.03,9.85,30.49,2.02,5.21,1.22,90,Moderate,7.8,76.7,0.477,2.72,11.76,463.0
Abia,Umuahia,2020-05-01,44.96,54.9,24.84,21.94,9.62,14.71,1.32,5.84,20.28,3.18,4.04,1.11,124,Unhealthy for Sensitive Groups,5.7,77.8,0.44,3.14,11.9,463.1
Abia,Umuahia,2020-06-01,70.47,51.18,22.4,24.5,25.34,11.94,1.82,9.96,38.22,0.97,4.68,0.68,159,Unhealthy,7.1,90.3,0.422,3.4,11.7,465.8
Abia,Umuahia,2020-07-01,32.76,113.23,23.51,38.82,40.37,15.5,1.69,12.22,44.22,0.93,2.79,1.07,94,Moderate,1.8,81.9,0.411,2.09,11.91,462.3
Abia,Umuahia,2020-08-01,38.72,110.92,21.17,43.58,26.7,16.94,1.91,12.58,18.26,2.04,2.73,1.46,109,Unhealthy for Sensitive Groups,4.7,84.1,0.386,2.49,11.66,460.5
Abia,Umuahia,2020-09-01,22.79,90.48,18.51,31.59,24.6,11.42,1.81,16.78,34.18,3.94,3.71,3.12,73,Moderate,8.5,77.9,0.364,3.33,11.88,462.3
Abia,Umuahia,2020-10-01,88.85,81.15,17.53,42.42,35.91,9.57,3.14,11.32,71.43,4.7,10.43,2.75,168,Unhealthy,7.6,79.6,0.421,3.35,11.77,459.8
Abia,Umuahia,2020-11-01,65.71,313.12,24.6,91.28,47.09,31.29,2.92,22.5,71.83,4.74,8.37,3.3,156,Unhealthy,9.5,60.4,0.487,2.27,11.96,462.7
Abia,Umuahia,2020-12-01,183.18,179.38,26.88,42.48,81.76,44.01,7.1,46.23,84.16,7.1,5.93,3.46,233,Very Unhealthy,10.2,45.6,0.307,3.36,12.28,463.7
Abia,Umuahia,2021-01-01,165.86,245.62,55.95,52.3,138.47,23.13,6.34,53.71,90.77,6.79,16.26,7.32,216,Very Unhealthy,5.4,37.2,0.333,3.58,12.0,476.3
Abia,Umuahia,2021-02-01,127.09,405.7,70.75,99.71,110.46,17.57,3.18,18.24,78.18,3.34,23.52,6.46,188,Unhealthy,9.5,26.1,0.452,1.02,12.37,473.3
Abia,Umuahia,2021-03-01,95.25,346.43,60.33,44.22,58.32,39.88,2.98,30.58,50.43,3.21,16.19,5.28,172,Unhealthy,5.3,55.9,0.432,3.19,12.01,471.9
Abia,Umuahia,2021-04-01,76.33,116.62,15.68,41.38,33.08,17.48,1.31,11.92,71.68,3.17,12.39,2.31,162,Unhealthy,7.3,65.0,0.35,2.91,12.01,473.3
Abia,Umuahia,2021-05-01,52.04,115.33,19.26,42.58,21.15,20.36,2.46,8.09,30.76,4.07,7.99,0.63,142,Unhealthy for Sensitive Groups,6.8,83.0,0.384,1.97,12.05,470.8
Abia,Umuahia,2021-06-01,43.37,82.73,10.8,35.53,46.56,9.81,0.84,20.82,32.67,1.14,9.65,0.73,120,Unhealthy for Sensitive Groups,2.2,84.6,0.339,2.54,12.01,473.5
Abia,Umuahia,2021-07-01,33.1,77.61,24.02,40.49,37.22,9.01,1.93,20.67,37.99,1.99,4.74,0.85,95,Moderate,3.4,79.3,0.352,1.85,12.14,475.2
Abia,Umuahia,2021-08-01,45.18,129.29,10.49,12.9,30.4,15.04,0.84,5.82,48.3,3.89,3.87,2.91,125,Unhealthy for Sensitive Groups,6.9,86.5,0.403,2.35,12.18,472.8
Abia,Umuahia,2021-09-01,55.93,54.19,12.13,27.36,31.02,10.86,1.25,25.74,44.78,0.84,4.38,0.97,151,Unhealthy,2.6,77.1,0.422,0.33,12.15,470.7
Abia,Umuahia,2021-10-01,52.11,181.42,20.87,42.43,71.35,13.82,2.87,11.41,48.24,3.45,10.86,0.98,142,Unhealthy for Sensitive Groups,4.9,68.4,0.371,2.48,12.33,472.2
Abia,Umuahia,2021-11-01,75.75,213.96,39.07,51.26,96.87,20.37,2.34,15.37,53.8,2.65,17.54,3.88,161,Unhealthy,11.0,60.5,0.386,0.97,12.14,470.7
Abia,Umuahia,2021-12-01,89.79,384.97,78.16,89.27,109.29,54.74,4.21,25.32,58.28,8.06,12.4,4.63,169,Unhealthy,3.6,37.0,0.498,1.76,12.38,470.6
Abia,Umuahia,2022-01-01,140.65,498.85,33.36,127.91,139.68,47.87,3.37,34.94,70.75,11.07,9.95,8.16,195,Unhealthy,7.3,36.4,0.432,4.73,12.36,483.0
Abia,Umuahia,2022-02-01,79.72,284.02,37.9,83.33,48.88,36.52,4.94,28.65,119.6,2.58,6.25,5.5,164,Unhealthy,12.4,37.5,0.412,3.56,12.71,480.8
Abia,Umuahia,2022-03-01,98.99,242.23,42.28,70.91,41.08,16.98,4.5,16.39,100.03,3.55,15.0,3.01,173,Unhealthy,10.7,55.5,0.403,2.96,12.37,482.2
Abia,Umuahia,2022-04-01,65.75,161.15,24.88,62.88,77.87,18.4,2.37,20.65,55.99,3.37,9.48,2.33,156,Unhealthy,4.5,79.1,0.391,2.83,12.31,484.7
Abia,Umuahia,2022-05-01,31.58,142.61,18.71,34.71,38.56,12.69,2.42,16.92,45.71,2.82,7.98,1.22,92,Moderate,10.0,75.8,0.424,0.89,12.17,485.4
Abia,Umuahia,2022-06-01,65.2,127.1,9.07,28.75,51.09,10.82,2.3,11.6,31.05,1.68,6.61,2.22,156,Unhealthy,4.0,76.0,0.388,2.99,12.45,481.1
Abia,Umuahia,2022-07-01,32.45,90.64,6.88,46.58,20.59,14.36,2.46,7.35,38.07,2.72,5.83,0.74,94,Moderate,2.0,86.3,0.363,3.16,12.5,480.9
Abia,Umuahia,2022-08-01,28.51,85.61,27.61,34.06,30.03,18.79,1.63,14.96,52.92,3.58,6.51,2.84,86,Moderate,5.2,90.2,0.312,4.16,12.31,485.2
Abia,Umuahia,2022-09-01,47.85,145.9,14.15,24.93,44.72,17.4,2.25,8.11,45.34,1.5,9.85,1.94,131,Unhealthy for Sensitive Groups,5.9,83.5,0.334,2.72,12.6,482.6
Abia,Umuahia,2022-10-01,51.01,73.16,20.13,35.74,70.15,26.84,1.69,29.78,31.68,5.28,6.01,2.51,139,Unhealthy for Sensitive Groups,8.5,66.6,0.488,1.49,12.41,486.4
Abia,Umuahia,2022-11-01,68.95,339.32,22.01,83.87,102.63,31.13,4.59,30.19,66.86,4.65,11.12,5.39,158,Unhealthy,4.4,50.6,0.385,3.06,12.33,483.8
Abia,Umuahia,2022-12-01,174.54,364.18,46.45,110.96,138.64,44.43,3.9,54.19,121.61,4.25,26.55,3.32,225,Very Unhealthy,14.2,25.3,0.404,1.74,12.3,481.0
Abia,Umuahia,2023-01-01,163.62,523.95,74.83,85.84,154.87,32.16,6.63,50.73,73.93,5.39,17.17,4.08,214,Very Unhealthy,10.5,27.7,0.41,3.85,12.8,492.1
Abia,Umuahia,2023-02-01,142.07,363.3,78.42,66.99,130.96,39.17,5.81,36.57,124.67,3.63,16.61,7.24,196,Unhealthy,10.3,38.5,0.387,1.99,13.08,491.8
Abia,Umuahia,2023-03-01,69.22,230.13,59.68,37.6,46.49,13.34,2.12,38.68,67.18,7.34,5.99,3.94,158,Unhealthy,9.4,55.2,0.404,2.52,12.46,492.6
Abia,Umuahia,2023-04-01,73.67,139.44,21.63,20.24,67.53,28.05,3.44,35.06,65.57,4.27,4.47,1.12,160,Unhealthy,6.3,61.9,0.459,2.01,12.49,492.2
Abia,Umuahia,2023-05-01,32.28,143.15,14.86,40.03,29.57,22.72,1.4,20.86,22.67,2.73,10.63,3.13,93,Moderate,4.2,82.1,0.481,3.89,12.74,495.5
Abia,Umuahia,2023-06-01,42.45,85.79,16.16,22.81,29.14,12.38,2.06,15.15,45.94,1.18,4.17,1.28,118,Unhealthy for Sensitive Groups,3.5,78.2,0.404,3.46,12.81,495.2
Abia,Umuahia,2023-07-01,58.04,115.11,17.05,23.64,22.93,11.3,2.5,15.59,51.22,3.53,8.03,2.6,152,Unhealthy,3.9,82.8,0.365,2.17,12.7,494.4
Abia,Umuahia,2023-08-01,37.7,68.28,26.25,26.76,28.17,8.8,1.84,20.43,22.45,0.6,3.0,0.65,106,Unhealthy for Sensitive Groups,2.5,82.3,0.424,1.99,12.63,490.2
Abia,Umuahia,2023-09-01,53.1,89.69,25.09,29.28,53.69,19.91,1.49,20.65,57.52,2.03,7.87,0.78,144,Unhealthy for Sensitive Groups,5.2,81.3,0.402,1.44,13.09,492.2
Abia,Umuahia,2023-10-01,63.01,181.68,44.2,61.96,30.91,16.55,3.46,12.86,35.12,5.16,4.29,2.71,155,Unhealthy,6.2,76.1,0.352,2.96,12.69,495.5
Abia,Umuahia,2023-11-01,103.72,287.33,46.74,82.98,105.37,42.47,5.54,25.42,65.04,2.1,16.97,5.92,176,Unhealthy,6.3,62.6,0.383,2.01,12.55,494.1
Abia,Umuahia,2023-12-01,120.23,276.15,83.76,139.07,145.0,51.81,3.86,52.77,77.85,9.03,26.71,7.98,184,Unhealthy,7.1,37.6,0.403,2.14,13.11,491.1
Abia,Umuahia,2024-01-01,101.84,341.48,29.96,59.99,129.1,19.05,2.63,61.33,159.96,10.3,24.49,8.27,175,Unhealthy,6.0,20.3,0.334,2.66,13.22,504.7
Abia,Umuahia,2024-02-01,136.2,495.71,33.25,113.61,107.74,17.75,3.38,56.93,83.85,4.48,14.95,6.14,193,Unhealthy,11.7,50.8,0.47,1.62,13.07,506.3
Abia,Umuahia,2024-03-01,80.11,418.14,62.48,54.04,99.84,33.65,5.85,18.48,82.48,4.68,16.08,3.93,164,Unhealthy,11.0,52.8,0.436,4.33,13.13,506.1
Abia,Umuahia,2024-04-01,81.61,151.52,24.6,58.8,28.88,24.94,1.8,21.45,47.14,1.59,3.5,2.0,164,Unhealthy,7.8,76.3,0.409,1.51,12.7,503.5
Abia,Umuahia,2024-05-01,39.07,85.36,27.98,42.97,24.28,20.56,1.88,27.64,60.46,1.48,7.72,2.15,110,Unhealthy for Sensitive Groups,4.4,78.6,0.362,3.17,12.82,508.0
Abia,Umuahia,2024-06-01,72.53,137.0,15.02,34.28,53.7,10.88,1.12,22.71,31.3,3.18,7.73,0.64,160,Unhealthy,7.6,90.9,0.367,1.12,12.73,504.1
Abia,Umuahia,2024-07-01,43.3,67.94,17.0,32.07,40.04,12.37,2.09,17.83,38.24,2.01,2.9,2.53,120,Unhealthy for Sensitive Groups,4.7,90.0,0.427,1.65,13.43,500.3
Abia,Umuahia,2024-08-01,37.77,132.44,10.25,19.81,43.73,19.13,2.42,21.35,28.86,1.54,6.18,2.55,107,Unhealthy for Sensitive Groups,6.2,89.5,0.456,2.65,13.25,504.5
Abia,Umuahia,2024-09-01,76.14,156.81,25.61,34.22,57.54,17.06,2.93,14.62,54.51,1.75,9.42,0.97,162,Unhealthy,5.1,86.4,0.386,2.31,12.97,504.3
Abia,Umuahia,2024-10-01,84.52,152.34,16.6,60.38,47.28,9.97,1.26,20.57,65.96,4.08,3.04,4.54,166,Unhealthy,2.6,80.2,0.445,2.58,13.09,501.4
